firm_id,year,YEMP,AI,L_AI,BMI,SKILL,DEO,ESG,GOV,Age,Size,Lev,RoA,Cash,Growth,Top10,Board,Separation,SOE,lngdp
2336,2020,0.0726,0.6023,2.2204,0.0,0.6795,0.4403,5,0,0.3713,19.1017,0.4353,-0.0446,0.0246,0.1735,0.4802,1.9307,1,0,10.522
2336,2021,0.4363,0.1069,0.6023,0.5861,0.3187,0.5217,7,0,2.9697,22.8005,0.05,0.0585,0.1622,-0.5095,0.4819,2.2666,0,1,11.7711
2337,2013,0.3437,0.3405,,0.3961,0.0666,0.0171,5,0,1.7473,22.8515,0.394,0.1478,0.0825,0.4617,0.2836,1.9076,0,1,10.7342
2337,2014,0.1676,0.106,0.3405,0.4122,0.1707,0.0,3,0,1.4484,22.3794,0.2789,0.2021,0.2244,-0.2834,0.4424,2.1674,0,1,11.9603
2337,2015,0.3302,2.5072,0.106,0.379,0.653,0.0575,4,1,1.9102,21.2042,0.3859,-0.0395,0.1383,0.0187,0.6643,2.3674,0,0,11.6791
2337,2016,0.2009,0.1201,2.5072,0.3084,0.1514,0.6217,5,1,2.2322,23.8419,0.3697,-0.0113,-0.0131,0.3502,0.6288,2.2762,1,0,10.9359
2337,2017,0.3317,0.8502,0.1201,0.2038,0.3478,0.4564,2,0,3.526,21.8597,0.297,0.0297,0.1278,-0.1014,0.6801,2.4532,1,0,11.0554
2337,2018,0.2432,1.6401,0.8502,0.3959,0.3744,0.0,4,0,1.6148,23.0921,0.8363,0.094,0.0313,0.0691,0.5583,1.9773,1,0,11.88
2337,2019,0.4967,2.1363,1.6401,0.0,0.5213,0.0,4,0,2.7073,24.4153,0.5242,0.0159,-0.0099,-0.0529,0.6989,2.0527,0,0,10.3202
2337,2020,0.5083,0.5678,2.1363,0.3662,0.1089,0.3744,4,0,2.2967,21.3336,0.6931,-0.0115,0.085,-0.3477,0.4368,1.8498,0,0,11.8737
2337,2021,0.104,3.3758,0.5678,0.5821,0.2202,0.1471,2,0,2.4646,21.9284,0.4562,-0.037,0.0399,0.3237,0.524,1.8967,1,0,11.5588
2337,2022,0.1771,1.0162,3.3758,0.4652,0.6053,0.4367,5,0,3.526,20.3851,0.5522,0.0242,0.065,0.1062,0.521,2.1443,0,1,10.6226
2337,2023,0.3754,0.4701,1.0162,0.3659,0.01,0.6995,3,0,1.8438,24.2627,0.5362,0.1257,-0.0114,0.2691,0.511,2.2368,0,1,11.161
2338,2012,0.083,1.6584,,0.0359,0.4791,0.0,4,0,1.2726,21.1362,0.4431,0.0216,0.1528,-0.573,0.3215,2.5693,1,0,11.4866
2338,2013,0.2728,2.9744,1.6584,0.2003,0.6865,0.3645,3,0,0.8334,20.4532,0.05,-0.0536,0.0621,0.3227,0.4981,1.932,0,0,11.1869
2338,2014,0.2492,1.3691,2.9744,0.2346,0.5834,0.7023,3,1,1.0479,22.2108,0.05,0.0978,0.0715,-0.1119,0.621,2.314,0,0,12.013
2338,2015,0.4185,1.757,1.3691,0.1618,0.8017,0.2316,4,0,2.4352,21.6612,0.4058,0.1444,-0.0833,0.2124,0.5775,2.4368,0,1,11.2077
2338,2016,0.2664,0.9399,1.757,0.5011,0.4222,0.1158,5,0,2.3302,21.816,0.6196,0.0006,0.1065,-0.0414,0.5165,2.2732,1,0,10.896
2338,2017,0.0083,2.1674,0.9399,0.2136,0.01,0.3548,2,0,1.4066,21.2571,0.3475,0.0171,0.0465,-0.2668,0.5152,2.1831,1,1,9.9482
2338,2018,0.4106,1.656,2.1674,0.2664,0.1834,0.4116,4,0,1.0876,22.3198,0.5083,0.0332,0.0226,0.472,0.502,2.1426,0,0,10.5505
2338,2019,0.6033,1.7263,1.656,0.6813,0.2606,0.0,6,0,2.4026,23.1515,0.3981,-0.031,0.0187,-0.2541,0.7211,1.9834,0,1,10.0492
2338,2020,0.2932,2.268,1.7263,0.4731,0.2785,0.3201,4,0,3.2694,22.0766,0.516,-0.0184,-0.0516,0.5404,0.5334,2.299,0,0,10.3155
2338,2021,0.2859,2.7145,2.268,0.231,0.2773,0.2071,4,1,2.1445,21.6487,0.897,-0.0237,0.0738,0.6682,0.4392,2.1087,1,0,11.3587
2338,2022,0.2066,0.1176,2.7145,0.2147,0.525,0.2988,5,0,1.6064,21.0904,0.0643,0.1325,0.047,0.1642,0.7611,1.9774,0,0,11.5389
2338,2023,0.4298,0.2444,0.1176,0.4267,0.1616,0.4472,4,1,2.3119,20.5708,0.3035,0.0119,0.0562,-0.134,0.5687,1.9451,0,1,11.784
2339,2016,0.4119,2.0597,,0.5361,0.1747,0.5166,4,0,3.1483,23.3624,0.5033,0.0943,-0.0054,-0.2475,0.5867,2.259,0,0,10.8488
2339,2017,0.3655,0.0095,2.0597,0.4353,0.3977,0.2971,4,0,0.8864,22.6866,0.0862,0.0452,0.0021,-0.0716,0.7593,2.1152,0,1,11.7159
2339,2018,0.1714,0.9875,0.0095,0.3818,0.2994,0.1236,5,0,1.9768,19.2148,0.5347,0.0475,0.1316,0.5839,0.6369,1.7931,0,1,10.8896
2339,2019,0.2765,1.4875,0.9875,0.2702,0.4997,0.3798,5,0,2.2185,20.7346,0.3184,-0.0465,0.069,0.6348,0.4428,2.0202,1,0,10.062
2339,2020,0.1662,0.6094,1.4875,0.0037,0.2802,0.3011,5,0,1.9357,21.6725,0.125,0.0263,0.0694,-0.1032,0.4646,1.963,0,0,11.3327
2339,2021,0.1389,1.7772,0.6094,0.0131,0.3222,0.4992,2,0,2.5483,19.3204,0.4778,0.0667,0.1074,0.2877,0.4484,1.8225,0,0,9.7202
2339,2022,0.2895,1.3576,1.7772,0.1932,0.4197,0.35,3,1,2.6402,22.2973,0.4903,0.0355,0.0944,-0.0267,0.5461,2.3377,0,0,10.8217
2340,2012,0.2023,3.0228,,0.6456,0.3685,0.4098,4,0,1.7097,22.4502,0.5852,0.0899,0.0613,-0.573,0.7149,2.13,1,1,11.664
2340,2013,0.3603,0.8826,3.0228,0.3064,0.3516,0.2414,4,0,2.5241,19.031,0.4469,0.1363,-0.0344,0.1773,0.6163,2.1865,0,1,10.5862
2340,2014,0.4293,0.8351,0.8826,0.3481,0.0931,0.1549,4,0,2.9609,20.6363,0.3425,-0.0346,-0.0367,0.2451,0.2961,2.0949,1,1,10.7736
2340,2015,0.2548,0.4539,0.8351,0.3303,0.3314,0.0,5,0,2.0388,24.95,0.3032,0.0327,0.2399,0.0595,0.454,1.7791,1,0,11.2627
2340,2016,0.2137,3.0784,0.4539,0.4944,0.4524,0.4482,2,0,3.497,19.8543,0.4289,-0.0376,0.1434,-0.573,0.5555,2.0059,0,1,11.646
2340,2017,0.5917,2.6306,3.0784,0.2443,0.4294,0.0181,5,0,2.7475,20.9371,0.4736,-0.0677,-0.0859,0.7248,0.7227,2.5093,1,0,10.8434
2340,2018,0.3942,2.7605,2.6306,0.4081,0.1866,0.472,4,0,2.6974,20.5842,0.5714,0.0446,-0.024,-0.1665,0.2654,2.3783,0,0,10.7107
2340,2019,0.2541,3.338,2.7605,0.4468,0.2567,0.432,4,0,2.9371,20.9822,0.7972,0.0379,-0.0491,-0.1549,0.7463,2.1328,1,0,10.3853
2340,2020,0.4731,2.2511,3.338,0.4479,0.5967,0.1215,5,0,1.5991,21.7157,0.6873,0.0166,0.0368,0.3696,0.9092,1.8373,1,0,10.809
2341,2012,0.4525,0.0476,,0.4701,0.4372,0.2951,6,0,2.1716,22.6558,0.3417,0.1082,0.0299,0.0943,0.7365,2.239,0,1,11.0765
2341,2013,0.2604,0.1734,0.0476,0.1944,0.4377,0.4734,6,0,2.4613,20.055,0.0517,0.0506,0.1008,-0.3258,0.6266,1.8689,1,0,10.1823
2341,2014,0.4441,1.7497,0.1734,0.6757,0.644,0.2809,5,1,2.6794,21.3324,0.3399,0.0497,-0.0852,0.3365,0.6774,1.9428,0,1,11.1301
2341,2015,0.3586,1.2649,1.7497,0.1749,0.2703,0.2481,5,0,3.2229,21.2854,0.5461,0.0712,0.1034,0.1251,0.6917,1.7549,1,0,10.8253
2341,2016,0.2779,1.7605,1.2649,0.2435,0.5337,0.1575,4,1,2.5802,20.7645,0.3873,0.0143,0.0559,-0.0591,0.6667,2.0983,0,0,11.2131
2341,2017,0.2877,0.1689,1.7605,0.1803,0.2939,0.0,3,0,1.8964,23.0789,0.3422,0.0008,0.0632,0.6332,0.8139,2.1748,0,1,12.013
2341,2018,0.0542,1.533,0.1689,0.5776,0.1656,0.2926,3,0,2.9986,20.3389,0.8954,0.0767,0.0009,0.1216,0.6604,2.1665,1,1,11.0573
2342,2015,0.1637,3.3235,,0.3534,0.4975,0.5294,3,0,1.7806,23.3082,0.4511,0.0546,0.0423,-0.573,0.6417,2.2425,0,0,10.7531
2342,2016,0.2179,2.4147,3.3235,0.4259,0.407,0.4042,4,1,0.152,21.3736,0.3824,0.0595,0.0357,0.3904,0.5884,2.2653,0,0,11.5548
2342,2017,0.6471,1.4295,2.4147,0.3186,0.4807,0.7585,5,1,0.6053,23.9267,0.3053,-0.0031,0.1661,0.0259,0.7078,2.516,0,1,12.013
2342,2018,0.1201,2.4699,1.4295,0.3015,0.6775,0.6536,2,0,3.399,22.0191,0.897,-0.0625,0.1407,-0.0424,0.605,2.1059,0,0,10.5107
2342,2019,0.4311,1.2715,2.4699,0.4921,0.4543,0.2501,7,0,1.1698,21.9498,0.1832,0.0152,-0.0003,0.5722,0.5963,2.193,1,1,10.4969
2342,2020,0.196,0.1947,1.2715,0.2352,0.3741,0.4835,5,0,1.1031,20.6936,0.291,0.0226,0.0597,0.5133,0.5662,2.3255,0,1,10.2038
2343,2014,0.2183,1.1727,,0.6112,0.1842,0.1068,3,0,2.9683,21.5904,0.3507,0.0935,0.0291,-0.4871,0.6825,2.1725,0,1,10.9921
2343,2015,0.5438,0.1301,1.1727,0.4533,0.5778,0.0,5,0,1.5564,23.9442,0.6727,0.1466,0.0565,0.2637,0.3955,1.8695,0,0,9.9784
2343,2016,0.4006,4.1913,0.1301,0.7734,0.6728,0.1841,4,0,1.344,20.5968,0.4953,0.0835,-0.0287,0.6891,0.6784,1.9637,1,1,10.6186
2343,2017,0.5078,1.2015,4.1913,0.0681,0.1459,0.8254,5,0,1.0447,22.4178,0.1039,0.1711,0.0377,0.9586,0.5875,1.7869,1,0,12.013
2343,2018,0.1753,3.1634,1.2015,0.3945,0.2014,0.1494,4,0,2.2019,21.1969,0.6634,0.1251,0.1618,-0.1977,0.912,1.8811,1,1,10.977
2343,2019,0.4233,1.0299,3.1634,0.4628,0.514,0.2962,5,0,0.0,21.3682,0.4419,-0.0207,0.1048,0.2105,0.3535,2.2639,1,0,10.733
2343,2020,0.4959,0.0605,1.0299,0.3188,0.4821,0.276,3,1,2.7023,25.6511,0.1636,-0.0333,0.0234,0.0691,0.8682,1.8945,1,1,10.3966
2344,2013,0.424,0.0889,,0.3096,0.0336,0.6218,5,0,2.5551,22.8114,0.8607,0.057,0.0391,-0.4562,0.4685,1.6608,0,1,10.4773
2344,2014,0.1351,0.1459,0.0889,0.6543,0.4826,0.5013,5,0,0.642,21.7436,0.3236,0.0456,0.1076,0.5846,0.6343,2.084,0,0,11.0579
2344,2015,0.2622,0.503,0.1459,0.096,0.2203,0.5702,4,0,1.1459,21.1195,0.4102,-0.0359,0.083,0.0809,0.7266,2.2839,0,0,10.6662
2344,2016,0.2371,0.5481,0.503,0.3116,0.5161,0.4318,4,0,1.7964,20.8761,0.3226,0.0828,-0.112,-0.5455,0.4841,2.1513,0,1,10.6338
2344,2017,0.1827,2.0037,0.5481,0.5507,0.2996,0.3093,5,0,1.8466,22.2248,0.05,-0.0641,0.0451,0.2829,0.5014,2.1774,1,0,11.1075
2344,2018,0.2577,0.3954,2.0037,0.3945,0.7087,0.1993,3,1,2.0899,22.7276,0.1461,-0.0201,0.0462,0.3449,0.3354,1.7507,1,0,11.0324
2345,2014,0.0649,0.752,,0.1578,0.6312,0.5187,3,0,1.7467,24.2277,0.5574,0.0455,-0.0384,0.0221,0.4452,1.8904,0,0,10.5099
2345,2015,0.0,1.0286,0.752,0.2,0.1389,0.5264,4,0,1.9081,22.8849,0.4219,0.0383,-0.008,-0.5185,0.6829,1.9246,0,1,10.2991
2345,2016,0.2874,1.7778,1.0286,0.2935,0.4597,0.1324,4,0,2.1184,20.2687,0.3954,0.1242,0.0471,0.6654,0.5937,1.9292,0,0,10.7209
2345,2017,0.4067,2.3903,1.7778,0.5398,0.2984,0.472,5,1,0.7394,21.9059,0.6047,0.1276,0.1995,0.6601,0.5628,2.1732,0,0,11.2872
2345,2018,0.4405,2.2044,2.3903,0.0,0.3176,0.2298,5,0,1.6368,24.1283,0.2694,-0.0595,0.0923,-0.3314,0.5867,2.3496,0,0,11.4217
2345,2019,0.1536,0.4299,2.2044,0.453,0.4103,0.0173,4,0,2.4517,22.1804,0.4329,-0.0432,0.1569,0.6594,0.4891,2.1766,1,0,9.5287
2345,2020,0.199,2.2127,0.4299,0.0,0.3801,0.3238,5,0,1.6496,22.0889,0.6092,-0.0337,0.0307,0.5204,0.8794,2.0863,0,1,10.5719
2345,2021,0.386,1.4727,2.2127,0.2718,0.7808,0.3994,4,0,1.3239,22.1678,0.6314,0.006,-0.0362,0.546,0.8407,2.0753,0,1,11.177
2345,2022,0.3309,0.4359,1.4727,0.0,0.662,0.5209,1,0,1.3785,20.6534,0.5653,0.0651,0.0978,-0.5384,0.5979,1.9888,0,0,12.013
2345,2023,0.3129,0.9646,0.4359,0.2362,0.1601,0.5989,4,1,1.0177,23.8083,0.05,-0.0527,-0.0656,0.0497,0.5806,1.9539,0,0,10.0613
2346,2011,0.3333,0.5892,,0.0,0.2559,0.33,5,0,2.4291,23.247,0.1802,0.0634,0.0252,0.5853,0.642,2.0186,0,0,10.2046
2346,2012,0.2211,1.1235,0.5892,0.0,0.1809,0.1693,4,0,3.526,23.8212,0.4279,0.0044,0.2233,0.0127,0.86,2.3917,0,0,10.2956
2346,2013,0.2587,2.9423,1.1235,0.4809,0.6829,0.6437,3,0,2.7751,23.9303,0.5253,0.0422,0.1202,-0.1547,0.6305,1.9805,0,0,9.9355
2346,2014,0.4688,0.3502,2.9423,0.2023,0.7283,0.0069,5,1,1.6861,21.28,0.7857,0.1374,0.1093,0.9522,0.6215,2.0261,1,1,9.8495
2346,2015,0.0718,2.9114,0.3502,0.1428,0.4312,0.0,4,1,0.8778,23.0844,0.4059,0.0235,-0.12,-0.1395,0.6964,2.3337,0,0,11.4575
2346,2016,0.2687,1.2422,2.9114,0.5079,0.2696,0.4981,5,0,1.7265,22.3123,0.05,0.0256,0.0352,0.1074,0.5312,2.0816,0,0,11.2323
2346,2017,0.1791,0.4882,1.2422,0.4909,0.3318,0.1563,5,0,2.709,22.6136,0.0723,0.0209,-0.0304,0.3675,0.5251,2.5908,0,0,11.7488
2346,2018,0.0472,0.5094,0.4882,0.1823,0.5469,0.3108,4,0,1.7121,23.6985,0.897,-0.0428,0.1469,0.1147,0.5757,2.0977,0,0,12.013
2346,2019,0.6237,1.0686,0.5094,0.4496,0.4998,0.359,5,0,0.4504,22.5029,0.5529,0.1163,0.059,-0.2265,0.4495,2.0632,0,0,9.7514
2346,2020,0.2297,1.1836,1.0686,0.1395,0.5603,0.0658,5,0,1.922,22.5076,0.6753,-0.0634,-0.1024,0.5497,0.6519,2.1497,0,0,11.2428
2347,2011,0.4758,3.3955,,0.6547,0.5928,0.4292,3,0,2.6328,22.768,0.2612,0.1001,0.0972,0.8531,0.4953,2.0641,0,0,10.8885
2347,2012,0.283,0.9209,3.3955,0.195,0.516,0.1434,4,0,1.8353,25.0545,0.2995,0.0071,-0.0364,0.2569,0.7098,1.8951,0,0,10.2849
2347,2013,0.4416,1.3118,0.9209,0.5363,0.5844,0.1644,5,0,2.4132,23.3547,0.7974,0.0704,0.1422,0.3054,0.6434,2.004,1,0,10.7402
2347,2014,0.3143,0.0378,1.3118,0.2224,0.6924,0.1341,2,1,1.8723,23.75,0.6,0.1405,0.1266,0.2695,0.6716,2.3218,0,0,11.8457
2347,2015,0.1962,3.7676,0.0378,0.6393,0.3971,0.5534,4,0,1.9096,23.3874,0.4319,-0.0432,0.1071,0.86,0.5126,2.0822,0,1,9.486
2347,2016,0.2734,0.2061,3.7676,0.0,0.0491,0.758,4,1,1.1658,23.8932,0.1633,-0.0459,0.092,0.0398,0.6444,2.0839,0,1,12.013
2347,2017,0.2055,1.1845,0.2061,0.0,0.5366,0.1546,2,0,2.1386,22.1316,0.4425,0.0112,0.044,-0.4016,0.6184,2.3038,0,1,11.0252
2347,2018,0.3833,1.4302,1.1845,0.4274,0.5343,0.0725,4,0,3.0349,21.5588,0.405,-0.0064,0.1369,0.0796,0.3153,1.9339,1,0,10.285
2347,2019,0.14,2.3003,1.4302,0.4754,0.5205,0.7728,3,1,3.1537,20.4693,0.3787,-0.0457,-0.0374,-0.0192,0.5031,2.2362,0,0,11.5807
2347,2020,0.2647,1.4658,2.3003,0.7085,0.0628,0.3383,3,0,1.7665,21.7663,0.6301,0.1268,-0.0976,0.2991,0.7008,2.1158,0,1,10.613
2347,2021,0.2936,1.694,1.4658,0.0076,0.7194,0.3609,4,0,1.9179,19.031,0.6664,0.0927,0.1077,0.7152,0.3875,2.1574,1,0,11.2528
2347,2022,0.2523,1.4496,1.694,0.2044,0.4426,0.273,3,0,2.054,21.0863,0.4562,0.1369,-0.0156,0.458,0.5634,2.0636,0,1,10.7137
2348,2012,0.2707,1.2435,,0.5656,0.2122,0.1257,5,0,1.4444,23.4083,0.1783,0.0405,-0.0109,0.4195,0.2353,2.1364,1,0,11.3322
2348,2013,0.2535,2.7295,1.2435,0.1025,0.6359,0.2427,4,0,1.7036,21.6656,0.8439,0.1524,-0.0654,0.4732,0.734,2.5109,0,1,11.2699
2348,2014,0.3345,2.4225,2.7295,0.2203,0.5339,0.1139,5,0,2.2462,25.4988,0.4904,0.0176,0.0014,0.7269,0.46,2.2171,1,1,11.004
2348,2015,0.2921,1.5145,2.4225,0.4085,0.6415,0.0,5,0,2.4615,21.2608,0.6137,0.0259,0.0177,0.4434,0.3006,2.4903,0,1,11.8529
2348,2016,0.2454,0.4077,1.5145,0.2099,0.2654,0.286,4,0,1.8017,21.6969,0.2284,0.0611,0.085,-0.105,0.5972,2.0737,0,0,10.7635
2348,2017,0.0758,2.5264,0.4077,0.4152,0.182,0.3592,2,0,2.3201,21.7449,0.2456,-0.0577,0.1378,-0.573,0.8995,2.1988,1,0,11.008
2348,2018,0.1695,0.8721,2.5264,0.0,0.383,0.0895,1,0,3.526,20.2428,0.2535,0.0485,0.0291,1.0226,0.6284,1.9239,0,1,11.7125
2348,2019,0.1606,0.5583,0.8721,0.1297,0.7088,0.6727,4,0,2.2365,23.217,0.3976,0.0564,0.0018,0.4602,0.6208,1.7203,0,0,10.7157
2348,2020,0.2436,0.9063,0.5583,0.0,0.2629,0.3618,6,1,1.1896,21.3951,0.2928,0.0435,0.1066,0.4416,0.5921,2.081,0,0,10.8255
2348,2021,0.2129,0.1094,0.9063,0.0,0.2541,0.6124,3,1,2.19,21.72,0.3483,0.0663,0.1941,0.1267,0.5986,1.7665,0,0,10.4066
2349,2012,0.4966,0.7129,,0.1154,0.6875,0.1798,2,0,2.7883,23.1225,0.0609,0.0689,0.2141,-0.0191,0.5113,1.9846,1,0,10.8547
2349,2013,0.2479,1.4587,0.7129,0.2175,0.4389,0.0,4,0,2.12,22.5285,0.5045,0.0921,0.0947,0.1401,0.6231,1.9511,0,0,9.9124
2349,2014,0.1084,0.8714,1.4587,0.0484,0.2679,0.4,5,1,1.7307,22.3603,0.5755,0.0828,-0.0098,0.5598,0.5223,1.8499,0,1,10.6021
2349,2015,0.3056,1.8401,0.8714,0.3528,0.2411,0.5425,3,1,3.2975,24.7583,0.4008,0.0813,-0.0337,0.3663,0.3338,2.379,0,0,10.5075
2349,2016,0.4158,2.9908,1.8401,0.0897,0.686,0.1746,5,1,3.526,21.4682,0.6847,0.142,0.0363,-0.1623,0.4907,2.0811,1,1,10.982
2349,2017,0.4582,0.7405,2.9908,0.0,0.3271,0.2627,5,0,0.8855,21.6579,0.2975,0.0475,-0.0317,0.5961,0.5135,2.1068,0,1,11.1196
2349,2018,0.3459,1.4042,0.7405,0.8173,0.1584,0.0873,4,0,2.653,21.7523,0.2634,0.0721,0.0373,-0.573,0.4038,2.0031,0,0,12.013
2349,2019,0.4447,2.0628,1.4042,0.3065,0.152,0.3735,2,0,2.4127,23.6569,0.2942,0.1153,-0.0254,0.0043,0.4418,2.1957,1,0,11.6407
2349,2020,0.5827,1.167,2.0628,0.4446,0.5781,0.3376,6,0,2.0092,21.0744,0.2612,0.0593,0.0758,-0.3667,0.3019,2.2022,0,0,10.0743
2349,2021,0.1123,2.5431,1.167,0.5082,0.2079,0.9024,4,0,1.2237,22.3879,0.1553,-0.1297,0.0773,-0.2823,0.2253,2.1099,0,0,10.3444
2349,2022,0.1539,2.5802,2.5431,0.5931,0.2313,0.6849,4,0,1.1773,21.5641,0.1691,-0.0416,-0.051,-0.0059,0.4666,1.7746,0,1,11.4747
2350,2011,0.3752,1.0986,,0.2062,0.539,0.6669,5,0,1.1381,22.2599,0.1566,-0.0188,-0.0172,0.583,0.5865,2.0989,0,1,11.2719
2350,2012,0.3276,0.9777,1.0986,0.3183,0.4862,0.9487,6,0,2.0172,19.4935,0.4103,0.0767,-0.0455,0.9793,0.6508,2.3455,0,0,11.4672
2350,2013,0.3229,0.7584,0.9777,0.2265,0.6036,0.2814,4,0,0.9532,22.3036,0.1562,-0.0567,0.1446,0.1452,0.5776,2.2994,0,0,10.5978
2350,2014,0.3188,1.9383,0.7584,0.6094,0.6292,0.2605,5,0,1.9875,19.031,0.5279,0.0246,0.0942,0.8333,0.57,2.2199,0,1,11.2074
2350,2015,0.04,0.103,1.9383,0.3131,0.4527,0.753,6,0,1.7812,21.4063,0.1857,0.0558,0.0626,0.6934,0.258,1.9446,0,0,10.9072
2350,2016,0.3592,2.9525,0.103,0.2532,0.5901,0.2894,5,0,3.526,24.4109,0.3485,-0.0009,-0.0273,0.3577,0.7148,2.101,0,1,12.013
2350,2017,0.1986,1.8601,2.9525,0.435,0.1397,0.0,4,1,2.4614,21.8978,0.2245,0.0275,-0.0185,0.4473,0.7195,2.2504,0,1,11.8466
2350,2018,0.1888,0.7353,1.8601,0.2047,0.2719,0.2682,4,0,2.3278,20.6017,0.609,0.0919,0.0454,-0.2558,0.6608,2.5519,1,1,11.2394
2350,2019,0.0827,1.0066,0.7353,0.4674,0.0599,0.0959,4,0,0.8902,21.5751,0.573,0.1222,0.0314,0.2034,0.5969,2.498,1,0,9.887
2350,2020,0.2529,3.34,1.0066,0.6305,0.5599,0.4831,5,1,1.5666,25.1375,0.3114,0.0028,-0.0265,0.3777,0.6764,2.112,1,0,9.9525
2350,2021,0.0,3.0067,3.34,0.0434,0.2789,0.7363,3,1,2.6771,25.1919,0.5992,0.1179,0.0874,0.4792,0.4427,1.7291,0,0,11.7468
2350,2022,0.4284,0.9568,3.0067,0.3431,0.3584,0.2386,6,0,1.7727,23.7434,0.2097,0.1496,0.0568,0.0157,0.7579,2.0446,1,0,10.6011
2351,2013,0.2207,1.2453,,0.6051,0.2401,0.6762,3,1,3.1959,22.5901,0.6531,0.0449,-0.0228,-0.31,0.5279,1.8703,0,0,9.7685
2351,2014,0.1971,2.47,1.2453,0.1929,0.1341,0.4349,4,0,1.2413,21.9667,0.3536,0.007,-0.0125,0.3184,0.4994,1.9685,0,0,11.4045
2351,2015,0.4787,0.5853,2.47,0.0,0.3365,0.0,4,0,2.8018,20.8401,0.6954,0.1145,0.0998,0.9626,0.9096,2.5685,0,0,10.2408
2351,2016,0.6231,1.9948,0.5853,0.4842,0.875,0.2182,4,0,0.4269,21.7211,0.4153,0.0656,0.0165,0.2701,0.5681,1.7855,0,1,11.8023
2351,2017,0.3468,3.0999,1.9948,0.2468,0.4682,0.4828,5,0,2.2614,21.1826,0.0509,-0.0024,0.0625,0.2744,0.6275,1.88,0,0,10.3328
2351,2018,0.4644,0.3874,3.0999,0.4128,0.224,0.3376,3,0,2.6453,20.7524,0.5212,0.0192,0.157,0.102,0.3702,2.0551,0,0,10.6045
2351,2019,0.0001,1.5987,0.3874,0.2368,0.2922,0.3053,3,0,1.9988,22.775,0.7246,-0.0471,-0.0073,-0.2603,0.4322,2.1692,0,0,11.904
2351,2020,0.2102,0.6722,1.5987,0.0,0.2949,0.5849,3,0,2.2632,20.0828,0.4285,0.0393,0.0777,0.7569,0.6143,2.1173,0,1,10.1995
2351,2021,0.3412,2.5822,0.6722,0.0706,0.314,0.271,4,1,3.526,22.4136,0.2346,-0.0032,0.0385,0.2653,0.6878,2.1612,0,1,10.1081
2351,2022,0.2472,0.5509,2.5822,0.0622,0.5936,0.0637,6,0,2.6588,23.1607,0.6488,-0.0154,0.1559,0.2476,0.6176,1.8787,0,0,10.548
2351,2023,0.1126,3.372,0.5509,0.6959,0.3276,0.2943,3,0,2.5109,22.1556,0.498,0.0337,0.1003,-0.2536,0.7398,2.0095,1,0,11.3683
2352,2011,0.1917,1.2249,,0.1662,0.2949,0.3379,4,0,2.1804,20.3363,0.6195,-0.0197,0.0613,-0.2732,0.4951,2.0263,1,1,11.1911
2352,2012,0.2489,3.5472,1.2249,0.6892,0.492,0.4668,4,0,1.595,23.4451,0.8433,-0.0916,-0.0488,0.3189,0.6452,2.2835,0,0,10.3654
2352,2013,0.2221,0.1061,3.5472,0.0,0.6379,0.6342,3,0,1.0248,24.0488,0.5216,0.0884,-0.006,-0.1265,0.5014,2.0197,0,0,9.5496
2352,2014,0.2102,2.5612,0.1061,0.0,0.5373,0.171,3,1,2.6286,21.8822,0.6297,0.0016,0.0549,0.2999,0.4549,2.0474,1,0,12.013
2352,2015,0.7533,2.8207,2.5612,0.5309,0.5962,0.0438,5,0,3.38,22.482,0.4933,0.1118,0.0715,-0.573,0.5983,1.9344,0,0,12.013
2352,2016,0.1313,0.3587,2.8207,0.0656,0.021,0.1578,4,0,2.2862,22.9927,0.3389,-0.085,0.0756,0.511,0.7328,2.0422,1,1,11.0318
2352,2017,0.4223,1.5183,0.3587,0.4468,0.23,0.5022,4,0,2.5782,22.866,0.412,-0.0289,-0.0501,0.2911,0.563,2.4138,0,1,11.7341
2352,2018,0.2167,0.1592,1.5183,0.0,0.071,0.4577,5,0,2.2745,23.8423,0.283,0.0941,-0.0846,-0.5086,0.7228,2.1801,0,0,11.4626
2352,2019,0.3936,0.6654,0.1592,0.0168,0.4501,0.039,4,0,1.7009,21.8155,0.4543,-0.0038,-0.006,0.5312,0.8587,2.2243,1,0,11.0176
2352,2020,0.5538,2.1517,0.6654,0.1628,0.2365,0.4552,5,0,3.1514,20.6601,0.3391,-0.0269,0.0782,1.15,0.4121,2.0515,0,0,10.3492
2352,2021,0.2058,3.4685,2.1517,0.1803,0.2039,0.4111,2,0,1.6381,22.6469,0.5244,0.061,-0.0542,-0.109,0.6628,2.3079,0,0,11.2818
2352,2022,0.4071,1.4044,3.4685,0.2163,0.527,0.5655,5,1,1.4529,22.1937,0.3713,0.0474,0.087,-0.0974,0.7505,2.1481,0,1,10.8457
2353,2011,0.2024,0.457,,0.3333,0.01,0.1052,2,0,3.5106,22.4294,0.486,-0.0072,-0.0047,0.2017,0.5586,1.972,1,0,11.2191
2353,2012,0.2585,1.0529,0.457,0.6148,0.3441,0.1442,4,1,1.5737,23.3288,0.5894,0.0481,0.0399,0.3821,0.5928,2.2435,1,0,10.8635
2353,2013,0.1322,0.8641,1.0529,0.1289,0.0974,0.5069,4,0,2.4665,22.8726,0.2489,-0.0469,0.0483,0.1626,0.5378,2.1432,1,1,11.9618
