pid,occupation,exposure,female,age,master,stem,tier1,months_grad,employed,parent_edu,internship,income,retained,phcd1,phcd2,phcd3,phcd4,anx1,anx2,anx3,anx4,lit1,lit2,lit3,lit4,sup1,sup2,sup3,sup4,adp1,adp2,adp3,adp4,avd1,avd2,avd3,mkr1,mkr2,mkr3,reskill_hours
403,Software and IT services,0.86,1,22,0,1,0,5,1,1,1,10900.0,1,4,4,5,6,6,5,5,6,2,3,4,5,6,6,3,6,3.0,3.0,3.0,4.0,6.0,6.0,6.0,3,5,4,4.0
404,Legal services,0.68,0,21,0,1,0,19,1,0,0,5600.0,1,4,3,5,4,4,4,4,6,5,3,5,5,2,2,4,3,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3,4,5,14.0
405,Research and development,0.58,1,23,0,1,0,28,1,0,1,7000.0,1,4,3,3,4,5,3,2,3,7,7,7,7,4,3,2,3,7.0,5.0,5.0,6.0,2.0,3.0,4.0,5,3,5,90.0
406,Software and IT services,0.86,1,23,0,1,1,18,1,1,1,6700.0,1,7,7,6,7,5,4,6,5,4,4,3,4,2,6,3,5,3.0,3.0,2.0,2.0,4.0,5.0,7.0,2,4,4,18.0
407,Public sector and institutions,0.5,1,24,1,1,0,3,1,1,1,9400.0,1,5,5,6,4,4,4,5,3,5,3,4,4,5,6,3,6,3.0,4.0,4.0,4.0,3.0,3.0,5.0,7,5,3,13.0
408,Marketing and e-commerce,0.6,0,23,0,0,0,23,1,1,1,7800.0,0,2,2,2,3,4,5,3,5,3,3,3,3,1,1,2,2,,,,,,,,4,4,6,
409,Healthcare and nursing,0.35,1,24,0,0,1,19,0,0,0,0.0,1,4,4,5,4,4,4,4,4,4,5,4,4,5,4,3,4,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5,3,3,81.0
410,Accounting and audit,0.82,1,23,0,1,0,9,1,0,1,5400.0,1,2,2,2,4,4,3,3,2,4,4,5,7,2,5,4,4,3.0,6.0,4.0,5.0,4.0,2.0,4.0,4,3,5,10.0
411,Mechanical and civil engineering,0.42,0,25,0,0,1,5,1,1,1,2800.0,0,3,4,4,3,6,6,5,6,5,5,3,5,5,5,4,4,,,,,,,,3,5,3,
412,Sales,0.48,1,24,0,0,1,27,1,0,0,5300.0,0,4,5,5,4,5,5,5,5,1,1,2,1,3,2,1,2,,,,,,,,3,4,5,
413,Administrative and clerical,0.74,1,25,0,0,1,17,0,0,0,0.0,1,5,5,5,5,4,4,4,2,2,2,2,1,6,5,5,4,4.0,4.0,4.0,4.0,5.0,6.0,7.0,3,5,5,13.0
414,Healthcare and nursing,0.35,0,21,0,1,1,29,1,0,1,6600.0,0,1,1,1,1,2,2,2,3,2,6,5,3,4,5,4,1,,,,,,,,3,5,3,
415,Healthcare and nursing,0.35,1,26,1,0,1,22,1,0,0,10500.0,1,4,4,2,3,2,2,1,2,1,2,2,3,4,4,3,5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5,5,4,11.0
416,"Content, media and communication",0.76,1,23,0,0,0,10,1,1,1,9800.0,1,5,6,5,5,7,4,6,7,3,2,2,3,4,3,4,3,2.0,3.0,3.0,1.0,4.0,4.0,6.0,4,4,5,11.0
417,Education and training,0.55,1,22,0,0,1,16,1,0,1,4500.0,1,2,3,2,2,2,3,4,3,7,6,5,5,2,4,3,3,4.0,5.0,2.0,5.0,4.0,4.0,3.0,1,1,2,8.0
418,Administrative and clerical,0.74,0,25,0,1,0,20,1,0,1,4700.0,1,3,4,5,3,4,3,4,5,3,4,5,2,4,5,7,3,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4,5,4,17.0
419,Research and development,0.58,1,22,0,0,0,28,0,0,1,0.0,0,3,4,5,4,5,4,6,4,4,5,5,6,4,7,4,4,,,,,,,,4,3,3,
420,Marketing and e-commerce,0.6,0,25,1,1,0,19,1,0,1,5600.0,1,6,6,7,6,4,5,7,5,2,2,3,1,3,1,3,3,2.0,2.0,1.0,3.0,6.0,6.0,7.0,4,5,4,13.0
421,Software and IT services,0.86,1,25,1,1,0,18,1,1,1,8500.0,1,4,4,5,5,4,6,4,4,3,4,5,4,3,3,3,2,4.0,4.0,4.0,6.0,6.0,5.0,4.0,3,3,1,71.0
422,Accounting and audit,0.82,0,23,0,1,0,28,1,0,0,8600.0,1,5,5,3,5,3,4,5,4,1,1,1,1,5,5,4,5,4.0,2.0,3.0,3.0,4.0,5.0,5.0,2,3,2,11.0
423,Healthcare and nursing,0.35,0,23,0,0,0,22,0,0,0,0.0,1,2,1,3,2,6,4,4,5,6,5,5,6,4,3,3,3,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3,6,3,19.0
424,Public sector and institutions,0.5,0,22,0,1,0,16,0,1,1,0.0,0,5,2,3,5,3,3,4,5,7,6,5,6,4,5,4,3,,,,,,,,5,4,6,
425,Customer service and operations,0.64,0,21,0,0,0,5,1,0,1,9300.0,1,4,3,2,1,6,7,4,4,7,6,5,4,2,2,2,2,4.0,4.0,5.0,4.0,3.0,5.0,7.0,2,3,1,23.0
426,Mechanical and civil engineering,0.42,1,23,0,1,0,12,0,1,0,0.0,0,2,4,3,3,5,6,4,6,5,6,4,6,5,3,4,5,,,,,,,,6,4,5,
427,Education and training,0.55,0,25,1,0,0,9,0,0,1,0.0,1,5,3,4,3,4,5,4,3,3,5,3,3,4,5,4,6,5.0,6.0,6.0,5.0,6.0,6.0,5.0,4,2,4,61.0
428,Marketing and e-commerce,0.6,0,22,0,1,0,6,1,0,1,11500.0,1,4,5,4,6,6,3,6,5,5,4,4,5,3,3,2,5,4.0,5.0,5.0,5.0,2.0,2.0,3.0,4,3,4,23.0
429,Customer service and operations,0.64,1,22,0,0,1,15,0,1,1,0.0,1,5,4,6,7,7,6,6,7,5,5,4,3,2,4,3,1,4.0,4.0,3.0,5.0,5.0,6.0,6.0,5,6,5,27.0
430,"Banking, securities and finance",0.71,1,26,1,0,1,14,1,0,0,3300.0,0,3,2,2,4,7,4,5,6,2,3,4,4,5,4,2,2,,,,,,,,7,6,6,
431,Education and training,0.55,1,23,0,1,0,19,1,1,1,7600.0,1,1,3,4,2,3,4,5,4,5,6,5,7,5,5,5,5,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4,4,2,19.0
432,Education and training,0.55,1,25,0,1,0,29,1,0,1,5400.0,1,4,5,4,5,4,4,5,4,3,2,3,4,4,5,4,5,4.0,4.0,5.0,4.0,7.0,6.0,7.0,3,5,4,7.0
433,Customer service and operations,0.64,1,21,0,0,1,21,1,0,1,7600.0,0,1,3,2,2,3,4,4,3,5,6,6,5,6,6,6,6,,,,,,,,4,4,3,
434,"Banking, securities and finance",0.71,1,22,0,0,0,3,1,0,1,5100.0,1,3,1,1,1,2,2,2,2,6,5,5,6,2,3,2,2,3.0,3.0,2.0,1.0,3.0,4.0,1.0,4,3,5,6.0
435,Software and IT services,0.86,1,23,0,0,0,27,0,0,1,0.0,1,5,5,5,5,6,4,5,5,5,5,6,6,6,3,4,4,5.0,4.0,4.0,5.0,6.0,3.0,6.0,6,5,2,14.0
436,Design and creative services,0.66,1,28,1,1,0,22,1,0,0,7400.0,1,3,1,2,3,4,4,3,4,4,3,2,5,5,3,3,3,6.0,5.0,4.0,5.0,3.0,3.0,5.0,3,3,5,47.0
437,Public sector and institutions,0.5,0,25,0,0,0,19,0,0,1,0.0,1,4,5,4,2,2,4,4,4,5,5,3,4,1,5,2,2,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3,3,5,18.0
438,Marketing and e-commerce,0.6,0,25,0,0,0,12,1,1,0,7200.0,1,5,4,5,4,5,6,5,5,3,1,3,4,4,5,4,6,4.0,5.0,6.0,5.0,3.0,6.0,2.0,5,6,6,20.0
439,Customer service and operations,0.64,0,28,1,1,0,15,0,1,1,0.0,1,3,4,5,2,3,6,3,5,5,4,5,5,2,4,4,3,4.0,4.0,5.0,3.0,5.0,5.0,6.0,2,2,2,18.0
440,Administrative and clerical,0.74,0,25,0,0,0,7,1,0,0,3400.0,0,5,6,5,5,5,7,5,6,5,5,5,4,3,4,3,3,,,,,,,,3,6,5,
441,Healthcare and nursing,0.35,1,22,0,0,0,29,1,1,1,10200.0,1,4,3,4,6,7,7,5,7,1,1,1,3,1,3,2,2,2.0,1.0,1.0,1.0,6.0,7.0,5.0,3,4,4,2.0
442,Accounting and audit,0.82,1,21,0,1,1,4,1,1,1,8900.0,1,4,3,3,4,4,5,3,5,1,2,3,2,4,5,6,6,3.0,3.0,4.0,5.0,3.0,5.0,3.0,6,5,5,19.0
443,Administrative and clerical,0.74,1,21,0,0,0,28,0,0,0,0.0,1,4,5,4,5,5,4,7,3,1,4,1,2,4,4,4,5,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5,5,6,9.0
444,Software and IT services,0.86,0,25,1,0,0,31,1,0,0,5400.0,1,3,4,2,3,3,5,3,3,5,6,5,4,2,4,3,4,3.0,4.0,2.0,3.0,3.0,6.0,4.0,4,3,2,6.0
445,"Content, media and communication",0.76,0,22,0,0,0,31,1,0,0,11000.0,0,2,4,3,4,4,2,5,4,2,1,3,2,3,3,1,2,,,,,,,,5,6,3,
446,Accounting and audit,0.82,1,26,1,0,1,19,0,0,1,0.0,1,6,4,4,4,7,7,7,7,6,4,4,4,2,1,3,3,2.0,1.0,2.0,3.0,5.0,6.0,6.0,5,3,6,5.0
447,Marketing and e-commerce,0.6,1,23,0,0,0,36,0,0,1,0.0,1,4,4,5,4,3,6,5,4,6,6,5,6,3,4,2,3,1.0,4.0,2.0,4.0,3.0,4.0,5.0,3,3,5,11.0
448,Sales,0.48,0,21,0,1,1,16,1,0,1,5600.0,1,4,2,3,3,3,4,3,2,2,3,1,2,6,6,6,5,4.0,3.0,3.0,2.0,3.0,5.0,3.0,1,2,1,22.0
449,Administrative and clerical,0.74,0,25,0,1,1,3,1,0,0,7100.0,1,6,6,6,6,4,4,4,3,3,1,3,3,4,4,6,4,4.0,3.0,4.0,1.0,2.0,3.0,5.0,5,5,4,17.0
450,Customer service and operations,0.64,0,21,0,0,1,32,0,1,0,0.0,0,4,4,6,3,1,3,1,2,3,3,3,3,5,3,5,3,,,,,,,,3,4,4,
451,Healthcare and nursing,0.35,1,22,0,0,1,13,0,0,1,0.0,1,3,3,3,2,2,4,4,3,5,4,2,4,1,1,2,1,2.0,3.0,2.0,3.0,3.0,5.0,4.0,6,4,5,21.0
452,Administrative and clerical,0.74,0,25,1,0,1,9,1,0,1,6500.0,1,3,5,5,6,2,2,3,1,2,4,2,2,5,6,4,5,7.0,4.0,5.0,5.0,3.0,1.0,3.0,1,2,2,27.0
453,Public sector and institutions,0.5,0,22,0,0,1,33,1,1,0,8800.0,1,1,4,4,2,4,4,3,2,5,5,3,4,6,5,7,4,7.0,7.0,3.0,5.0,3.0,3.0,2.0,3,1,5,98.0
454,Healthcare and nursing,0.35,0,23,0,0,1,19,0,0,0,0.0,0,3,3,2,3,3,3,4,2,4,4,4,7,3,4,5,4,,,,,,,,3,5,4,
455,Software and IT services,0.86,1,22,0,0,1,7,1,0,1,5500.0,0,6,6,5,5,3,3,3,3,4,3,4,4,4,4,5,6,,,,,,,,6,5,5,
456,Education and training,0.55,0,21,0,1,1,17,0,0,1,0.0,1,7,6,5,5,7,7,6,5,4,4,3,5,4,3,4,3,3.0,3.0,3.0,4.0,6.0,4.0,4.0,6,4,6,9.0
457,Administrative and clerical,0.74,0,23,0,0,0,15,1,0,1,4300.0,1,3,5,5,5,4,5,2,3,3,1,3,3,7,6,6,5,4.0,2.0,4.0,3.0,4.0,3.0,6.0,2,2,3,14.0
458,"Banking, securities and finance",0.71,0,25,0,1,1,8,1,1,1,6900.0,0,5,4,4,4,4,3,4,2,5,5,5,7,4,5,4,6,,,,,,,,4,4,5,
459,Healthcare and nursing,0.35,1,24,0,1,1,12,1,0,1,8200.0,0,6,4,3,3,6,4,4,4,3,4,4,5,2,3,3,2,,,,,,,,2,3,3,
460,Research and development,0.58,1,22,0,1,0,19,1,0,1,3700.0,0,6,5,7,5,3,7,5,7,5,7,7,7,1,3,3,2,,,,,,,,3,2,3,
461,Mechanical and civil engineering,0.42,1,22,0,0,1,27,0,1,0,0.0,0,5,6,4,6,4,4,5,5,2,4,1,1,3,2,2,2,,,,,,,,3,3,3,
462,Education and training,0.55,1,27,1,0,0,11,1,0,1,8300.0,1,3,2,3,3,6,6,4,4,4,3,4,6,4,4,3,4,5.0,5.0,7.0,7.0,3.0,2.0,4.0,3,3,6,107.0
463,Administrative and clerical,0.74,1,26,1,1,1,11,1,0,0,6600.0,0,7,7,7,6,6,7,6,7,6,5,4,3,3,5,4,3,,,,,,,,4,3,2,
464,Manufacturing operations,0.3,1,21,0,0,0,25,1,1,0,5200.0,1,1,1,1,2,2,3,3,1,5,4,3,4,3,5,2,3,4.0,4.0,6.0,3.0,4.0,6.0,7.0,4,3,3,10.0
465,Education and training,0.55,0,25,0,0,0,4,1,0,1,9400.0,0,4,1,2,1,4,4,4,3,4,3,4,3,5,3,6,5,,,,,,,,5,4,5,
466,Healthcare and nursing,0.35,0,21,0,0,1,29,0,0,0,0.0,1,4,4,4,3,5,4,4,6,3,3,3,6,2,2,2,1,5.0,3.0,5.0,4.0,6.0,4.0,7.0,2,3,3,15.0
467,Marketing and e-commerce,0.6,1,22,0,0,1,5,1,0,0,3000.0,1,2,3,1,4,5,3,1,3,1,3,1,2,2,1,2,3,2.0,1.0,1.0,2.0,1.0,5.0,3.0,7,5,6,11.0
468,Construction site management,0.22,1,21,0,0,1,27,0,1,0,0.0,1,4,4,2,3,3,4,3,2,5,3,4,5,7,6,7,7,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3,5,4,8.0
469,Mechanical and civil engineering,0.42,1,24,0,0,0,26,1,1,0,7100.0,0,3,3,3,3,2,3,3,3,2,1,4,4,3,2,3,2,,,,,,,,5,5,6,
470,Administrative and clerical,0.74,1,26,1,0,0,18,1,0,1,5400.0,1,5,6,5,3,4,4,4,4,4,4,3,3,6,4,6,6,3.0,1.0,2.0,2.0,4.0,5.0,6.0,2,5,3,10.0
471,"Banking, securities and finance",0.71,0,22,0,1,1,29,1,0,1,5600.0,0,3,5,4,4,3,3,4,3,7,7,6,5,4,4,6,4,,,,,,,,4,4,4,
472,Construction site management,0.22,0,24,0,1,0,22,1,0,1,7100.0,1,2,3,3,2,5,6,4,3,4,5,6,6,3,4,4,3,4.0,3.0,3.0,3.0,2.0,2.0,3.0,5,4,3,12.0
473,Customer service and operations,0.64,0,23,0,1,0,9,1,1,1,8500.0,0,5,5,6,6,5,6,6,5,4,5,4,3,3,3,4,3,,,,,,,,3,3,2,
474,"Content, media and communication",0.76,1,28,1,0,0,24,1,1,1,6400.0,1,6,7,7,7,7,5,7,7,4,3,2,1,4,4,3,3,3.0,2.0,2.0,3.0,7.0,6.0,6.0,4,5,5,6.0
475,Mechanical and civil engineering,0.42,1,23,0,0,0,26,1,0,0,16500.0,1,3,2,1,2,2,2,3,2,2,3,4,2,4,3,3,3,2.0,3.0,2.0,2.0,4.0,2.0,5.0,2,1,1,5.0
476,Healthcare and nursing,0.35,0,26,1,0,1,22,1,1,1,6500.0,1,5,4,5,5,5,6,6,4,5,4,5,5,7,7,6,4,5.0,6.0,5.0,6.0,4.0,4.0,5.0,4,7,7,7.0
477,Public sector and institutions,0.5,0,24,0,1,0,35,1,1,0,6100.0,1,5,3,6,5,2,3,5,4,5,6,6,4,2,2,2,4,4.0,5.0,3.0,2.0,6.0,5.0,3.0,4,2,2,27.0
478,"Banking, securities and finance",0.71,1,25,0,0,0,6,0,0,1,0.0,1,4,2,5,4,3,4,4,3,6,6,5,6,6,5,5,4,7.0,6.0,6.0,7.0,2.0,4.0,3.0,3,4,2,80.0
479,"Banking, securities and finance",0.71,1,25,0,0,0,18,1,1,1,3700.0,1,4,4,4,3,2,3,2,2,2,3,3,3,5,2,2,3,4.0,3.0,2.0,2.0,4.0,5.0,3.0,2,2,3,24.0
480,Public sector and institutions,0.5,1,24,0,1,0,10,0,0,0,0.0,1,3,1,5,2,3,4,3,5,6,3,4,4,4,3,3,3,4.0,5.0,4.0,5.0,6.0,5.0,4.0,4,4,5,21.0
481,Design and creative services,0.66,1,25,0,1,0,23,1,1,1,12900.0,1,7,6,6,6,7,6,5,5,4,4,4,4,4,3,4,4,6.0,5.0,6.0,6.0,7.0,6.0,7.0,4,3,2,36.0
482,Research and development,0.58,0,23,0,0,0,11,1,0,1,9500.0,1,6,5,5,6,4,2,5,4,5,5,2,5,3,3,4,3,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4,3,3,12.0
483,Public sector and institutions,0.5,1,24,0,0,0,8,1,0,1,10300.0,1,2,3,2,3,4,4,4,4,7,6,7,5,6,5,6,4,7.0,7.0,6.0,7.0,3.0,5.0,5.0,6,7,7,99.0
484,Sales,0.48,0,24,0,0,0,10,1,0,1,16100.0,1,7,5,5,3,6,5,7,5,5,4,4,3,3,3,3,4,4.0,4.0,6.0,3.0,6.0,4.0,7.0,7,6,7,28.0
485,Logistics and supply chain,0.33,0,21,0,1,0,3,1,0,1,4600.0,1,1,4,2,2,4,2,3,5,4,5,5,4,5,5,3,3,6.0,5.0,4.0,4.0,3.0,2.0,1.0,7,6,6,45.0
486,Design and creative services,0.66,0,21,0,1,0,21,1,0,0,5000.0,1,5,5,5,5,4,3,3,3,4,3,3,4,3,2,3,5,3.0,2.0,3.0,5.0,4.0,3.0,6.0,4,2,3,16.0
487,Legal services,0.68,0,26,1,0,0,17,0,1,1,0.0,0,4,3,2,3,4,4,4,3,7,7,5,6,3,5,4,4,,,,,,,,2,2,4,
488,Software and IT services,0.86,1,26,1,1,0,25,1,0,1,11000.0,1,5,4,5,4,3,2,2,3,5,2,2,2,4,3,3,3,3.0,5.0,4.0,4.0,2.0,3.0,2.0,3,5,5,11.0
489,Human resources,0.62,1,25,0,1,0,30,1,0,1,4700.0,0,4,3,5,4,3,4,3,5,7,5,6,5,7,5,5,4,,,,,,,,4,5,4,
490,Research and development,0.58,1,25,0,0,0,6,1,1,1,10000.0,1,7,6,6,7,4,5,4,2,6,6,6,6,7,6,6,7,5.0,5.0,4.0,6.0,2.0,1.0,5.0,4,5,3,38.0
491,Logistics and supply chain,0.33,1,24,0,0,0,20,1,0,1,6200.0,1,5,4,3,5,3,3,3,2,3,3,1,3,4,2,4,3,3.0,4.0,6.0,3.0,3.0,2.0,3.0,5,5,3,13.0
492,Sales,0.48,1,24,0,1,1,20,1,0,0,6500.0,1,4,5,4,5,4,5,5,5,3,2,3,3,3,6,5,7,4.0,4.0,5.0,6.0,5.0,6.0,5.0,3,6,6,43.0
493,Research and development,0.58,1,22,0,0,1,7,1,0,1,6100.0,0,5,3,4,4,5,5,4,4,3,4,3,5,5,4,5,4,,,,,,,,5,4,3,
494,Public sector and institutions,0.5,0,25,0,0,1,21,1,1,1,12100.0,0,6,6,6,5,6,5,6,7,4,4,4,5,4,4,4,4,,,,,,,,4,3,6,
495,"Content, media and communication",0.76,0,25,0,0,1,28,1,1,1,7500.0,1,4,5,3,5,4,5,4,5,4,5,6,6,3,3,4,4,7.0,5.0,4.0,5.0,4.0,5.0,4.0,3,5,4,71.0
496,Construction site management,0.22,1,27,1,1,1,27,1,0,1,5900.0,1,3,3,3,4,2,2,1,1,4,7,5,4,6,7,6,5,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4,4,3,11.0
497,Education and training,0.55,1,22,0,0,0,31,1,0,1,6100.0,1,5,4,7,6,7,5,6,6,3,5,3,5,3,6,3,5,3.0,3.0,4.0,2.0,6.0,5.0,4.0,3,6,5,31.0
498,Logistics and supply chain,0.33,0,25,1,0,0,36,1,1,1,7700.0,1,4,4,4,5,5,6,6,6,3,3,4,4,3,4,2,3,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5,6,4,11.0
499,"Content, media and communication",0.76,0,25,0,1,0,14,1,1,1,11700.0,0,3,4,4,4,6,6,6,4,5,5,4,6,1,2,1,3,,,,,,,,4,1,2,
500,Hospitality and retail,0.25,1,22,0,0,0,19,0,0,1,0.0,1,3,2,1,3,3,2,2,1,2,1,3,1,4,5,4,5,2.0,1.0,3.0,3.0,2.0,2.0,3.0,6,5,4,6.0
501,"Content, media and communication",0.76,0,24,0,0,0,14,1,0,1,10500.0,0,6,6,5,5,1,1,2,2,3,4,3,4,3,5,3,4,,,,,,,,3,5,3,
502,Marketing and e-commerce,0.6,1,21,0,0,0,36,1,0,0,6300.0,1,6,5,5,6,4,3,3,5,5,5,6,3,2,4,4,2,5.0,6.0,5.0,4.0,3.0,2.0,2.0,3,2,1,38.0
503,Marketing and e-commerce,0.6,0,21,0,0,0,9,0,0,1,0.0,1,4,4,3,5,4,6,4,5,6,3,5,3,3,3,2,3,4.0,3.0,4.0,2.0,5.0,3.0,6.0,6,4,5,21.0
504,Manufacturing operations,0.3,0,23,0,1,1,27,0,0,0,0.0,0,5,4,5,3,3,4,3,3,3,4,3,2,5,1,3,3,,,,,,,,6,7,6,
505,Mechanical and civil engineering,0.42,0,23,0,1,0,19,1,1,1,5400.0,1,2,1,2,1,2,4,3,3,6,3,7,6,6,5,6,6,6.0,5.0,4.0,5.0,2.0,3.0,4.0,4,5,5,77.0
506,Legal services,0.68,0,22,0,0,0,35,1,1,0,3800.0,0,4,3,3,3,7,5,5,7,5,5,6,5,3,4,4,2,,,,,,,,2,6,5,
507,Mechanical and civil engineering,0.42,1,26,1,1,0,17,0,0,1,0.0,0,3,4,4,2,5,6,5,7,7,5,5,6,4,4,5,5,,,,,,,,3,3,4,
508,Mechanical and civil engineering,0.42,1,22,0,1,1,23,1,1,1,10400.0,1,5,4,4,5,4,3,3,2,3,3,2,4,4,5,5,4,2.0,4.0,3.0,4.0,2.0,4.0,1.0,4,2,5,44.0
509,Administrative and clerical,0.74,1,22,0,0,0,11,1,0,1,5300.0,0,6,7,6,6,5,6,7,7,4,2,3,3,5,5,4,3,,,,,,,,3,3,5,
510,Customer service and operations,0.64,0,26,1,0,0,5,1,0,1,5100.0,0,5,6,7,7,7,7,6,7,1,1,1,2,4,4,4,2,,,,,,,,4,3,2,
511,Customer service and operations,0.64,1,24,0,1,0,12,1,0,1,6500.0,1,3,2,2,3,1,2,1,1,3,5,3,5,4,5,3,3,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2,1,2,7.0
512,Design and creative services,0.66,1,25,0,1,1,20,0,1,1,0.0,1,7,6,5,7,6,7,6,7,5,5,5,5,2,5,5,5,5.0,4.0,4.0,4.0,4.0,6.0,5.0,2,1,1,8.0
513,Marketing and e-commerce,0.6,0,21,0,1,1,25,1,0,1,5100.0,1,6,5,6,4,6,6,4,4,3,3,2,4,3,3,3,3,1.0,6.0,3.0,3.0,6.0,6.0,6.0,5,6,6,33.0
514,Customer service and operations,0.64,1,27,1,0,0,11,1,1,0,7900.0,1,1,2,2,2,4,3,1,2,3,1,2,2,4,1,2,2,4.0,3.0,6.0,4.0,2.0,2.0,3.0,5,6,6,17.0
515,Marketing and e-commerce,0.6,1,27,1,0,0,19,1,0,1,7200.0,1,4,5,4,4,4,5,4,5,3,4,5,5,3,2,3,4,4.0,3.0,4.0,5.0,5.0,7.0,5.0,5,4,4,53.0
516,Public sector and institutions,0.5,1,21,0,1,0,11,1,0,1,5700.0,1,3,2,2,4,5,5,3,3,4,4,5,4,4,4,3,3,2.0,3.0,5.0,4.0,3.0,4.0,5.0,3,4,4,9.0
517,Administrative and clerical,0.74,0,24,0,1,1,30,0,1,1,0.0,0,3,5,4,3,4,4,4,3,3,3,2,3,6,7,5,6,,,,,,,,5,6,4,
518,Marketing and e-commerce,0.6,1,23,0,0,0,32,0,1,1,0.0,1,3,3,2,3,1,1,1,1,5,6,6,7,6,5,6,6,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3,3,3,8.0
519,Software and IT services,0.86,1,22,0,0,0,17,1,0,1,6800.0,1,6,6,6,4,5,6,5,7,4,6,4,5,5,5,4,4,6.0,5.0,4.0,5.0,4.0,7.0,5.0,6,3,3,39.0
520,"Content, media and communication",0.76,0,23,0,0,1,19,1,1,1,7100.0,1,3,4,5,4,5,5,5,5,2,5,4,3,4,5,3,4,3.0,2.0,1.0,2.0,5.0,7.0,6.0,5,4,4,23.0
521,Public sector and institutions,0.5,1,26,1,1,1,31,1,0,1,2400.0,1,4,4,5,4,4,4,3,3,3,3,2,3,1,4,4,4,5.0,6.0,7.0,7.0,5.0,4.0,6.0,4,4,3,223.0
522,Software and IT services,0.86,0,24,0,1,0,16,0,1,1,0.0,0,5,2,2,5,4,4,4,4,4,5,5,6,2,4,2,1,,,,,,,,3,4,3,
523,Software and IT services,0.86,0,25,1,0,0,15,1,0,1,10900.0,1,4,4,3,5,2,2,5,3,3,2,2,2,4,3,3,1,4.0,7.0,5.0,5.0,3.0,5.0,4.0,2,2,3,27.0
524,Software and IT services,0.86,0,25,1,1,1,18,1,1,1,5800.0,1,5,5,5,6,5,4,6,4,6,5,6,6,2,3,2,2,4.0,5.0,5.0,4.0,5.0,6.0,7.0,6,5,3,35.0
525,Marketing and e-commerce,0.6,0,25,0,0,0,19,1,0,1,7100.0,1,6,5,5,7,5,4,4,3,3,3,4,4,7,7,6,6,5.0,6.0,5.0,5.0,3.0,5.0,5.0,3,2,2,21.0
526,Sales,0.48,1,22,0,1,1,4,1,0,1,4700.0,1,5,3,6,5,3,4,4,5,5,5,7,5,6,3,4,6,5.0,5.0,4.0,5.0,2.0,1.0,4.0,7,6,5,84.0
527,Administrative and clerical,0.74,1,23,0,0,1,17,0,0,1,0.0,0,3,3,3,3,3,2,2,2,6,6,7,6,5,5,6,4,,,,,,,,3,2,3,
528,"Banking, securities and finance",0.71,0,24,0,0,0,33,1,0,1,9000.0,0,5,5,5,4,5,6,7,5,2,2,2,1,2,4,1,1,,,,,,,,3,4,5,
529,Public sector and institutions,0.5,1,25,0,1,1,26,1,1,1,9800.0,0,1,1,1,2,4,5,3,5,3,2,2,2,2,5,4,3,,,,,,,,1,1,2,
530,Accounting and audit,0.82,1,26,1,1,0,30,1,0,1,7300.0,1,5,5,6,5,4,5,6,6,6,6,5,7,6,4,5,5,6.0,6.0,7.0,7.0,5.0,4.0,3.0,6,6,5,92.0
531,Sales,0.48,1,23,0,0,1,4,1,0,0,9900.0,0,2,3,2,2,4,2,3,3,5,3,6,4,1,4,3,3,,,,,,,,2,3,2,
532,Education and training,0.55,0,22,0,0,0,10,1,0,1,5800.0,0,3,1,2,3,7,6,6,7,7,7,7,7,5,3,5,7,,,,,,,,6,7,6,
533,"Content, media and communication",0.76,0,22,0,0,0,7,1,0,1,4400.0,0,3,3,3,3,5,3,3,4,1,2,1,1,7,7,6,6,,,,,,,,6,4,6,
534,Logistics and supply chain,0.33,1,25,0,0,1,23,1,0,0,6400.0,0,4,4,1,3,2,1,2,2,5,5,6,6,4,3,4,4,,,,,,,,7,4,4,
535,Software and IT services,0.86,1,26,1,0,1,24,1,0,1,5800.0,0,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,5,,,,,,,,4,5,5,
536,Accounting and audit,0.82,1,21,0,1,1,3,0,0,0,0.0,0,5,6,4,4,6,6,5,4,3,5,4,4,5,7,6,7,,,,,,,,2,2,4,
537,Hospitality and retail,0.25,0,22,0,0,1,24,1,1,1,7200.0,1,1,1,2,3,3,3,2,5,7,6,5,5,4,4,5,4,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4,6,6,18.0
538,Mechanical and civil engineering,0.42,1,26,1,0,0,34,0,0,0,0.0,0,3,3,5,6,4,2,2,3,3,3,6,4,3,4,3,2,,,,,,,,3,3,3,
